target_table,target_column,target_full_name,source_table,source_column,source_full_name,final_score,similarity_method,decision,name_similarity,regex_score,entropy_score,cardinality_score,null_ratio_score,mapping_type,mapping_confidence,transformation_sql,rank
gender_dim,gender_cd,gender_dim.gender_cd,gender_lookup,gender_desc,gender_lookup.gender_desc,0.6800,llm,REJECT,0.8000,0.0000,1.0000,1.0000,1.0000,,,,2
gender_dim,gender_cd,gender_dim.gender_cd,customer_master,gender_code,customer_master.gender_code,0.5896,fuzzy,REJECT,0.9000,0.0000,0.6309,0.6667,0.8000,derived,0.85,CASE WHEN gender_lookup.gender_code IS NOT NULL THEN gender_lookup.gender_code ELSE customer_master.gender_code END,3
gender_dim,gender_cd,gender_dim.gender_cd,customer_master,email_address,customer_master.email_address,0.4864,llm,REJECT,0.5000,0.0000,0.7925,0.7500,0.8000,,,,4
gender_dim,gender_cd,gender_dim.gender_cd,customer_master,last_name,customer_master.last_name,0.4674,llm,REJECT,0.5000,0.0000,0.6826,0.6000,1.0000,,,,5
gender_dim,gender_desc,gender_dim.gender_desc,gender_lookup,gender_desc,gender_lookup.gender_desc,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.95,CASE gender_lookup.gender_code WHEN 'M' THEN 'Male' WHEN 'F' THEN 'Female' WHEN 'O' THEN 'Other' END,1
gender_dim,gender_desc,gender_dim.gender_desc,gender_lookup,gender_code,gender_lookup.gender_code,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,derived,0.95,CASE gender_lookup.gender_code WHEN 'M' THEN 'Male' WHEN 'F' THEN 'Female' WHEN 'O' THEN 'Other' END,2
gender_dim,gender_desc,gender_dim.gender_desc,customer_master,last_name,customer_master.last_name,0.7174,llm,REJECT,0.5000,1.0000,0.6826,0.6000,1.0000,,,,3
gender_dim,gender_desc,gender_dim.gender_desc,customer_master,gender_code,customer_master.gender_code,0.6996,llm,REJECT,0.5000,1.0000,0.6309,0.6667,0.8000,,,,4
gender_dim,gender_desc,gender_dim.gender_desc,customer_master,first_name,customer_master.first_name,0.6124,llm,REJECT,0.2000,1.0000,0.6826,0.6000,1.0000,,,,5
party_type_lookup,party_type_cd,party_type_lookup.party_type_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,0.7833,llm,HUMAN_REVIEW,0.5000,1.0000,0.7219,1.0000,1.0000,conditional,0.85,"CASE WHEN service_subscription.service_status_cd IN ('ACTIVE', 'SUSPENDED') THEN 'ACTIVE' ELSE customer_contact.contact_type_cd END",1
party_type_lookup,party_type_cd,party_type_lookup.party_type_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7798,llm,HUMAN_REVIEW,0.6000,1.0000,0.7990,0.6667,1.0000,conditional,0.85,"CASE WHEN service_subscription.service_status_cd IN ('ACTIVE', 'SUSPENDED') THEN 'ACTIVE' ELSE customer_contact.contact_type_cd END",2
party_type_lookup,party_type_cd,party_type_lookup.party_type_cd,contact_type_lookup,contact_type_cd,contact_type_lookup.contact_type_cd,0.7546,llm,HUMAN_REVIEW,0.6000,1.0000,0.6309,0.6667,1.0000,,,,3
party_type_lookup,party_type_cd,party_type_lookup.party_type_cd,customer_master,status_cd,customer_master.status_cd,0.7133,llm,REJECT,0.3000,1.0000,0.7219,1.0000,1.0000,,,,4
party_type_lookup,party_type_cd,party_type_lookup.party_type_cd,customer_address,address_type_cd,customer_address.address_type_cd,0.6644,llm,REJECT,0.3000,1.0000,0.7294,0.6667,1.0000,,,,5
id_type_lookup,id_type_cd,id_type_lookup.id_type_cd,identity_documents,doc_type_cd,identity_documents.doc_type_cd,0.9297,fuzzy,AUTO_ACCEPT,0.8571,1.0000,0.8650,1.0000,1.0000,derived,0.95,"CASE WHEN identity_documents.doc_type_cd IN ('SSN', 'PASSPORT', 'DL') THEN identity_documents.doc_type_cd ELSE NULL END",1
id_type_lookup,id_type_cd,id_type_lookup.id_type_cd,gender_lookup,gender_code,gender_lookup.gender_code,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
id_type_lookup,id_type_cd,id_type_lookup.id_type_cd,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
id_type_lookup,id_type_cd,id_type_lookup.id_type_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7934,llm,HUMAN_REVIEW,0.5000,1.0000,0.7897,1.0000,1.0000,,,,4
id_type_lookup,id_type_cd,id_type_lookup.id_type_cd,address_type_lookup,address_type_cd,address_type_lookup.address_type_cd,0.7550,llm,HUMAN_REVIEW,0.3000,1.0000,1.0000,1.0000,1.0000,,,,5
party_type_lookup,party_type_desc,party_type_lookup.party_type_desc,customer_address,address_type_cd,customer_address.address_type_cd,0.7344,llm,REJECT,0.5000,1.0000,0.7294,0.6667,1.0000,derived,0.85,"CASE WHEN customer_address.address_type_cd IN ('HOME', 'OFFICE') THEN 'Residential' WHEN customer_address.address_type_cd = 'BILLING' THEN 'Billing' ELSE 'Other' END",1
party_type_lookup,party_type_desc,party_type_lookup.party_type_desc,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.7196,llm,REJECT,0.5000,1.0000,0.6309,0.6667,1.0000,,,,2
party_type_lookup,party_type_desc,party_type_lookup.party_type_desc,billing_account,account_status_cd,billing_account.account_status_cd,0.6783,llm,REJECT,0.2000,1.0000,0.7219,1.0000,1.0000,derived,0.85,"CASE WHEN customer_address.address_type_cd IN ('HOME', 'OFFICE') THEN 'Residential' WHEN customer_address.address_type_cd = 'BILLING' THEN 'Billing' ELSE 'Other' END",3
party_type_lookup,party_type_desc,party_type_lookup.party_type_desc,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.6748,llm,REJECT,0.3000,1.0000,0.7990,0.6667,1.0000,,,,4
party_type_lookup,party_type_desc,party_type_lookup.party_type_desc,gender_lookup,gender_code,gender_lookup.gender_code,0.6146,llm,REJECT,0.2000,1.0000,0.6309,0.6667,1.0000,,,,5
plan_dim,plan_cd,plan_dim.plan_cd,plan_master,plan_id,plan_master.plan_id,0.8250,fuzzy,HUMAN_REVIEW,0.8571,0.5000,1.0000,1.0000,1.0000,derived,0.75,"CASE WHEN plan_master.plan_type = 'Premium' THEN CONCAT(plan_master.plan_id, '-P') WHEN plan_master.plan_type = 'Basic' THEN CONCAT(plan_master.plan_id, '-B') ELSE plan_master.plan_id END",1
plan_dim,plan_cd,plan_dim.plan_cd,plan_master,plan_name,plan_master.plan_name,0.7700,llm,HUMAN_REVIEW,0.7000,0.5000,1.0000,1.0000,1.0000,derived,0.75,"CASE WHEN plan_master.plan_type = 'Premium' THEN CONCAT(plan_master.plan_id, '-P') WHEN plan_master.plan_type = 'Basic' THEN CONCAT(plan_master.plan_id, '-B') ELSE plan_master.plan_id END",2
plan_dim,plan_cd,plan_dim.plan_cd,plan_master,plan_type,plan_master.plan_type,0.7000,llm,REJECT,0.5000,0.5000,1.0000,1.0000,1.0000,derived,0.75,"CASE WHEN plan_master.plan_type = 'Premium' THEN CONCAT(plan_master.plan_id, '-P') WHEN plan_master.plan_type = 'Basic' THEN CONCAT(plan_master.plan_id, '-B') ELSE plan_master.plan_id END",3
plan_dim,plan_cd,plan_dim.plan_cd,customer_master,customer_type_cd,customer_master.customer_type_cd,0.5500,llm,REJECT,0.5000,0.5000,1.0000,0.0000,1.0000,,,,4
plan_dim,plan_cd,plan_dim.plan_cd,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,0.5500,llm,REJECT,0.5000,0.5000,1.0000,0.0000,1.0000,,,,5
address_role_lookup,address_role_desc,address_role_lookup.address_role_desc,address_type_lookup,address_type_cd,address_type_lookup.address_type_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,,,,1
address_role_lookup,address_role_desc,address_role_lookup.address_role_desc,customer_address,address_type_cd,customer_address.address_type_cd,0.9097,llm,AUTO_ACCEPT,0.8000,1.0000,0.8650,1.0000,1.0000,derived,0.85,CASE customer_address.address_type_cd WHEN 'HOME' THEN 'Home Address' WHEN 'BILLING' THEN 'Billing Address' WHEN 'OFFICE' THEN 'Office Address' END,2
address_role_lookup,address_role_desc,address_role_lookup.address_role_desc,address_type_lookup,address_type_desc,address_type_lookup.address_type_desc,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE customer_address.address_type_cd WHEN 'HOME' THEN 'Home Address' WHEN 'BILLING' THEN 'Billing Address' WHEN 'OFFICE' THEN 'Office Address' END,3
address_role_lookup,address_role_desc,address_role_lookup.address_role_desc,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7234,llm,REJECT,0.3000,1.0000,0.7897,1.0000,1.0000,,,,4
address_role_lookup,address_role_desc,address_role_lookup.address_role_desc,customer_address,state,customer_address.state,0.6562,llm,REJECT,0.2000,1.0000,0.8247,0.7500,1.0000,,,,5
id_type_lookup,id_type_desc,id_type_lookup.id_type_desc,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN customer_status_lookup.status_cd = 'ACTIVE' THEN 'Active Customer' WHEN customer_status_lookup.status_cd = 'SUSPENDED' THEN 'Suspended Customer' WHEN customer_status_lookup.status_cd = 'CLOSED' THEN 'Closed Customer' ELSE contact_type_lookup.contact_type_desc END,1
id_type_lookup,id_type_desc,id_type_lookup.id_type_desc,contact_type_lookup,contact_type_cd,contact_type_lookup.contact_type_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
id_type_lookup,id_type_desc,id_type_lookup.id_type_desc,contact_type_lookup,contact_type_desc,contact_type_lookup.contact_type_desc,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN customer_status_lookup.status_cd = 'ACTIVE' THEN 'Active Customer' WHEN customer_status_lookup.status_cd = 'SUSPENDED' THEN 'Suspended Customer' WHEN customer_status_lookup.status_cd = 'CLOSED' THEN 'Closed Customer' ELSE contact_type_lookup.contact_type_desc END,3
id_type_lookup,id_type_desc,id_type_lookup.id_type_desc,address_type_lookup,address_type_cd,address_type_lookup.address_type_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,4
id_type_lookup,id_type_desc,id_type_lookup.id_type_desc,identity_documents,doc_type_cd,identity_documents.doc_type_cd,0.8047,llm,HUMAN_REVIEW,0.5000,1.0000,0.8650,1.0000,1.0000,,,,5
address_role_lookup,address_role_cd,address_role_lookup.address_role_cd,address_type_lookup,address_type_cd,address_type_lookup.address_type_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN address_type_lookup.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN address_type_lookup.address_type_cd WHEN customer_address.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_address.address_type_cd WHEN customer_contact.contact_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_contact.contact_type_cd END",1
address_role_lookup,address_role_cd,address_role_lookup.address_role_cd,customer_address,address_type_cd,customer_address.address_type_cd,0.9097,llm,AUTO_ACCEPT,0.8000,1.0000,0.8650,1.0000,1.0000,derived,0.85,"CASE WHEN address_type_lookup.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN address_type_lookup.address_type_cd WHEN customer_address.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_address.address_type_cd WHEN customer_contact.contact_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_contact.contact_type_cd END",2
address_role_lookup,address_role_cd,address_role_lookup.address_role_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7934,llm,HUMAN_REVIEW,0.5000,1.0000,0.7897,1.0000,1.0000,derived,0.85,"CASE WHEN address_type_lookup.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN address_type_lookup.address_type_cd WHEN customer_address.address_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_address.address_type_cd WHEN customer_contact.contact_type_cd IN ('HOME', 'BILLING', 'OFFICE') THEN customer_contact.contact_type_cd END",3
address_role_lookup,address_role_cd,address_role_lookup.address_role_cd,gender_lookup,gender_code,gender_lookup.gender_code,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,4
address_role_lookup,address_role_cd,address_role_lookup.address_role_cd,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,5
payment_method_dim,payment_method_cd,payment_method_dim.payment_method_cd,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.9314,fuzzy,AUTO_ACCEPT,1.0000,1.0000,0.7925,0.7500,1.0000,derived,0.85,CASE WHEN payment_method_lookup.payment_method_cd IS NOT NULL THEN payment_method_lookup.payment_method_cd ELSE billing_account.payment_method_cd END,1
payment_method_dim,payment_method_cd,payment_method_dim.payment_method_cd,billing_account,payment_method_cd,billing_account.payment_method_cd,0.9266,fuzzy,AUTO_ACCEPT,1.0000,1.0000,0.7610,0.7500,1.0000,derived,0.85,CASE WHEN payment_method_lookup.payment_method_cd IS NOT NULL THEN payment_method_lookup.payment_method_cd ELSE billing_account.payment_method_cd END,2
payment_method_dim,payment_method_cd,payment_method_dim.payment_method_cd,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.6864,llm,REJECT,0.3000,1.0000,0.7925,0.7500,1.0000,,,,3
payment_method_dim,payment_method_cd,payment_method_dim.payment_method_cd,identity_documents,doc_type_cd,identity_documents.doc_type_cd,0.6353,llm,REJECT,0.2000,1.0000,0.6855,0.7500,1.0000,,,,4
payment_method_dim,payment_method_cd,payment_method_dim.payment_method_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.6264,llm,REJECT,0.2000,1.0000,0.6258,0.7500,1.0000,,,,5
plan_dim,plan_name,plan_dim.plan_name,plan_master,plan_name,plan_master.plan_name,0.8750,fuzzy,HUMAN_REVIEW,1.0000,0.5000,1.0000,1.0000,1.0000,direct,1.0,,1
plan_dim,plan_name,plan_dim.plan_name,plan_master,plan_type,plan_master.plan_type,0.7350,llm,REJECT,0.6000,0.5000,1.0000,1.0000,1.0000,,,,2
plan_dim,plan_name,plan_dim.plan_name,plan_master,plan_id,plan_master.plan_id,0.5950,llm,REJECT,0.2000,0.5000,1.0000,1.0000,1.0000,,,,3
plan_dim,plan_name,plan_dim.plan_name,customer_master,customer_type_cd,customer_master.customer_type_cd,0.4450,llm,REJECT,0.2000,0.5000,1.0000,0.0000,1.0000,,,,4
plan_dim,plan_name,plan_dim.plan_name,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,0.4450,llm,REJECT,0.2000,0.5000,1.0000,0.0000,1.0000,,,,5
plan_dim,plan_type,plan_dim.plan_type,plan_master,plan_type,plan_master.plan_type,0.8750,fuzzy,HUMAN_REVIEW,1.0000,0.5000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN customer_master.customer_type_cd = 'IND' THEN plan_master.plan_type ELSE plan_master.plan_name END,1
plan_dim,plan_type,plan_dim.plan_type,plan_master,plan_name,plan_master.plan_name,0.7700,llm,HUMAN_REVIEW,0.7000,0.5000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN customer_master.customer_type_cd = 'IND' THEN plan_master.plan_type ELSE plan_master.plan_name END,2
plan_dim,plan_type,plan_dim.plan_type,customer_master,customer_type_cd,customer_master.customer_type_cd,0.5500,llm,REJECT,0.5000,0.5000,1.0000,0.0000,1.0000,derived,0.85,CASE WHEN customer_master.customer_type_cd = 'IND' THEN plan_master.plan_type ELSE plan_master.plan_name END,3
plan_dim,plan_type,plan_dim.plan_type,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,0.5500,llm,REJECT,0.5000,0.5000,1.0000,0.0000,1.0000,,,,4
plan_dim,plan_type,plan_dim.plan_type,customer_address,address_type_cd,customer_address.address_type_cd,0.4000,llm,REJECT,0.5000,0.5000,0.0000,0.0000,1.0000,,,,5
credit_risk_dim,credit_risk_cd,credit_risk_dim.credit_risk_cd,billing_account,credit_class_cd,billing_account.credit_class_cd,0.8566,llm,HUMAN_REVIEW,0.8000,1.0000,0.7610,0.7500,1.0000,derived,0.85,"CASE WHEN billing_account.credit_class_cd IN ('LOW', 'MEDIUM', 'HIGH') THEN billing_account.credit_class_cd ELSE 'UNKNOWN' END",1
credit_risk_dim,credit_risk_cd,credit_risk_dim.credit_risk_cd,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.6864,llm,REJECT,0.3000,1.0000,0.7925,0.7500,1.0000,,,,2
credit_risk_dim,credit_risk_cd,credit_risk_dim.credit_risk_cd,customer_master,status_cd,customer_master.status_cd,0.5841,llm,REJECT,0.3000,1.0000,0.3609,0.5000,1.0000,derived,0.85,"CASE WHEN billing_account.credit_class_cd IN ('LOW', 'MEDIUM', 'HIGH') THEN billing_account.credit_class_cd ELSE 'UNKNOWN' END",3
credit_risk_dim,credit_risk_cd,credit_risk_dim.credit_risk_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.5841,llm,REJECT,0.3000,1.0000,0.3609,0.5000,1.0000,,,,4
credit_risk_dim,credit_risk_cd,credit_risk_dim.credit_risk_cd,identity_documents,verification_flag,identity_documents.verification_flag,0.5678,llm,REJECT,0.2000,1.0000,0.4855,0.5000,1.0000,,,,5
payment_method_dim,payment_method_desc,payment_method_dim.payment_method_desc,payment_method_lookup,payment_method_desc,payment_method_lookup.payment_method_desc,0.9314,fuzzy,AUTO_ACCEPT,1.0000,1.0000,0.7925,0.7500,1.0000,derived,0.85,CASE payment_method_lookup.payment_method_cd WHEN 'CC' THEN 'Credit Card' WHEN 'ACH' THEN 'Bank Transfer' WHEN 'CASH' THEN 'Cash' END,1
payment_method_dim,payment_method_desc,payment_method_dim.payment_method_desc,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.8925,fuzzy,HUMAN_REVIEW,0.8889,1.0000,0.7925,0.7500,1.0000,derived,0.85,CASE payment_method_lookup.payment_method_cd WHEN 'CC' THEN 'Credit Card' WHEN 'ACH' THEN 'Bank Transfer' WHEN 'CASH' THEN 'Cash' END,2
payment_method_dim,payment_method_desc,payment_method_dim.payment_method_desc,billing_account,payment_method_cd,billing_account.payment_method_cd,0.8878,fuzzy,HUMAN_REVIEW,0.8889,1.0000,0.7610,0.7500,1.0000,,,,3
payment_method_dim,payment_method_desc,payment_method_dim.payment_method_desc,billing_account,billing_account_id,billing_account.billing_account_id,0.5242,llm,REJECT,0.5000,0.0000,0.8614,0.8000,1.0000,,,,4
payment_method_dim,payment_method_desc,payment_method_dim.payment_method_desc,customer_master,email_address,customer_master.email_address,0.4500,llm,REJECT,0.2000,0.0000,1.0000,1.0000,0.8000,,,,5
credit_risk_dim,risk_level,credit_risk_dim.risk_level,billing_account,credit_class_cd,billing_account.credit_class_cd,0.8566,llm,HUMAN_REVIEW,0.8000,1.0000,0.7610,0.7500,1.0000,conditional,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN 'LOW' WHEN billing_account.credit_class_cd = 'MEDIUM' THEN 'MEDIUM' WHEN billing_account.credit_class_cd = 'HIGH' THEN 'HIGH' ELSE 'UNKNOWN' END,1
credit_risk_dim,risk_level,credit_risk_dim.risk_level,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7314,llm,REJECT,0.5000,1.0000,0.6258,0.7500,1.0000,,,,2
credit_risk_dim,risk_level,credit_risk_dim.risk_level,service_subscription,service_status_cd,service_subscription.service_status_cd,0.6541,llm,REJECT,0.5000,1.0000,0.3609,0.5000,1.0000,conditional,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN 'LOW' WHEN billing_account.credit_class_cd = 'MEDIUM' THEN 'MEDIUM' WHEN billing_account.credit_class_cd = 'HIGH' THEN 'HIGH' ELSE 'UNKNOWN' END,3
credit_risk_dim,risk_level,credit_risk_dim.risk_level,gender_lookup,gender_code,gender_lookup.gender_code,0.6514,llm,REJECT,0.2000,1.0000,0.7925,0.7500,1.0000,,,,4
credit_risk_dim,risk_level,credit_risk_dim.risk_level,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.6514,llm,REJECT,0.2000,1.0000,0.7925,0.7500,1.0000,,,,5
plan_dim,monthly_fee,plan_dim.monthly_fee,plan_master,monthly_fee,plan_master.monthly_fee,0.8750,fuzzy,HUMAN_REVIEW,1.0000,0.5000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN billing_account.billing_cycle_cd = 'MONTHLY' THEN plan_master.monthly_fee ELSE NULL END,1
plan_dim,monthly_fee,plan_dim.monthly_fee,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,0.4800,llm,REJECT,0.3000,0.5000,1.0000,0.0000,1.0000,derived,0.85,CASE WHEN billing_account.billing_cycle_cd = 'MONTHLY' THEN plan_master.monthly_fee ELSE NULL END,2
plan_dim,monthly_fee,plan_dim.monthly_fee,customer_master,status_cd,customer_master.status_cd,0.4000,llm,REJECT,0.5000,0.5000,0.0000,0.0000,1.0000,,,,3
plan_dim,monthly_fee,plan_dim.monthly_fee,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.4000,llm,REJECT,0.5000,0.5000,0.0000,0.0000,1.0000,,,,4
plan_dim,monthly_fee,plan_dim.monthly_fee,billing_account,payment_method_cd,billing_account.payment_method_cd,0.4000,llm,REJECT,0.5000,0.5000,0.0000,0.0000,1.0000,,,,5
credit_risk_dim,credit_limit,credit_risk_dim.credit_limit,invoice_header,total_amount,invoice_header.total_amount,0.7042,llm,REJECT,0.3000,1.0000,0.8614,0.8000,1.0000,,,,1
credit_risk_dim,credit_limit,credit_risk_dim.credit_limit,credit_class_lookup,credit_limit,credit_class_lookup.credit_limit,0.5750,fuzzy,REJECT,1.0000,0.5000,0.0000,0.0000,1.0000,derived,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) * 0.8 WHEN billing_account.credit_class_cd = 'MEDIUM' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) WHEN billing_account.credit_class_cd = 'HIGH' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) * 1.2 ELSE 0 END,2
credit_risk_dim,credit_limit,credit_risk_dim.credit_limit,billing_account,credit_class_cd,billing_account.credit_class_cd,0.4316,llm,REJECT,0.3000,0.0000,0.7610,0.7500,1.0000,derived,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) * 0.8 WHEN billing_account.credit_class_cd = 'MEDIUM' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) WHEN billing_account.credit_class_cd = 'HIGH' THEN CAST(credit_class_lookup.credit_limit AS DECIMAL) * 1.2 ELSE 0 END,3
credit_risk_dim,credit_limit,credit_risk_dim.credit_limit,billing_account,account_status_cd,billing_account.account_status_cd,0.4041,llm,REJECT,0.5000,0.0000,0.3609,0.5000,1.0000,,,,4
credit_risk_dim,credit_limit,credit_risk_dim.credit_limit,billing_account,payment_method_cd,billing_account.payment_method_cd,0.3966,llm,REJECT,0.2000,0.0000,0.7610,0.7500,1.0000,,,,5
account_status_dim,account_status_cd,account_status_dim.account_status_cd,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN billing_account.account_status_cd IN ('OPEN', 'ACTIVE') THEN 'ACTIVE' WHEN billing_account.account_status_cd = 'SUSPENDED' THEN 'SUSPENDED' WHEN billing_account.account_status_cd = 'CLOSED' THEN 'CLOSED' ELSE NULL END",1
account_status_dim,account_status_cd,account_status_dim.account_status_cd,customer_status_lookup,status_desc,customer_status_lookup.status_desc,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,,,,2
account_status_dim,account_status_cd,account_status_dim.account_status_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.8683,fuzzy,HUMAN_REVIEW,1.0000,1.0000,0.4555,0.6667,1.0000,derived,0.85,"CASE WHEN billing_account.account_status_cd IN ('OPEN', 'ACTIVE') THEN 'ACTIVE' WHEN billing_account.account_status_cd = 'SUSPENDED' THEN 'SUSPENDED' WHEN billing_account.account_status_cd = 'CLOSED' THEN 'CLOSED' ELSE NULL END",3
account_status_dim,account_status_cd,account_status_dim.account_status_cd,billing_account,credit_class_cd,billing_account.credit_class_cd,0.8190,llm,HUMAN_REVIEW,0.5000,1.0000,0.9602,1.0000,1.0000,,,,4
account_status_dim,account_status_cd,account_status_dim.account_status_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7934,llm,HUMAN_REVIEW,0.5000,1.0000,0.7897,1.0000,1.0000,,,,5
account_status_dim,account_status_desc,account_status_dim.account_status_desc,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,,,,1
account_status_dim,account_status_desc,account_status_dim.account_status_desc,customer_status_lookup,status_desc,customer_status_lookup.status_desc,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN billing_account.account_status_cd IN ('OPEN', 'ACTIVE') THEN 'Active' WHEN billing_account.account_status_cd = 'SUSPENDED' THEN 'Suspended' WHEN billing_account.account_status_cd = 'CLOSED' THEN 'Closed' ELSE customer_status_lookup.status_desc END",2
account_status_dim,account_status_desc,account_status_dim.account_status_desc,billing_account,account_status_cd,billing_account.account_status_cd,0.8294,fuzzy,HUMAN_REVIEW,0.8889,1.0000,0.4555,0.6667,1.0000,derived,0.85,"CASE WHEN billing_account.account_status_cd IN ('OPEN', 'ACTIVE') THEN 'Active' WHEN billing_account.account_status_cd = 'SUSPENDED' THEN 'Suspended' WHEN billing_account.account_status_cd = 'CLOSED' THEN 'Closed' ELSE customer_status_lookup.status_desc END",3
account_status_dim,account_status_desc,account_status_dim.account_status_desc,customer_master,status_cd,customer_master.status_cd,0.7633,llm,HUMAN_REVIEW,0.7000,1.0000,0.4555,0.6667,1.0000,,,,4
account_status_dim,account_status_desc,account_status_dim.account_status_desc,billing_account,payment_method_cd,billing_account.payment_method_cd,0.7140,llm,REJECT,0.2000,1.0000,0.9602,1.0000,1.0000,,,,5
